Timestamp,Meet_Recruiter,Age_Joined,Year_Joined,Years_Service,Education_Level,Parents_Ed_Level,Financial_Status,Enlisted_Officer,Join_Motivation,Ethnicity,Gender,,,,
11/1/2019 11:13:37,I got up with them,21-23,2010,6 to 8 years,Some College,4 year degree,Upper Class (Top 20%),Enlisted,Family Tradition,Caucasian,Male,,,,
11/1/2019 11:35:32,I got up with them,21-23,2010,6 to 8 years,Some College,Completed High School,Lower Class (Bottom 20%),Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 11:35:54,I got up with them,24-26,2010,9 to 11 years,Some College,Master's degree,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 11:44:04,I got up with them,24-26,2010,6 to 8 years,Some College,Master's degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Female,,,,
11/1/2019 11:49:23,I got up with them,18-20,2010,9 to 11 years,Completed High School,Completed High School,Lower Class (Bottom 20%),Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 12:03:22,I got up with them,18-20,2010,Less than 6,Some College,Completed High School,Lower Class (Bottom 20%),Enlisted,Economic Opportunity,Prefer not to answer,Male,,,,
11/1/2019 12:20:41,I got up with them,18-20,2010,9 to 11 years,Some College,2 year degree,Lower Middle Class,Enlisted,Prefer not to answer / Other,Caucasian,Male,,,,
11/1/2019 12:23:55,I got up with them,24-26,2010,Currently Serving,Some College,Some college,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 12:26:24,I got up with them,21-23,2010,Currently Serving,Some College,Some college,Middle Class,Enlisted,Patriotism,Caucasian,Male,,,,
11/1/2019 12:44:31,I got up with them,18-20,2010,6 to 8 years,Some College,4 year degree,Upper Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 13:04:03,I got up with them,24-26,2010,Less than 6,Some College,Master's degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 13:21:46,I got up with them,18-20,2010,9 to 11 years,Some College,Completed High School,Upper Class (Top 20%),Enlisted,Prefer not to answer / Other,Caucasian,Male,,,,
11/1/2019 13:21:50,I got up with them,21-23,2010,Currently Serving,Some College,Some college,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 13:44:28,I got up with them,18-20,2010,6 to 8 years,Completed High School,4 year degree,Lower Middle Class,Enlisted,Prefer not to answer / Other,Caucasian,Female,,,,
11/1/2019 13:49:57,I got up with them,21-23,2010,6 to 8 years,Some College,2 year degree,Middle Class,Enlisted,Prefer not to answer / Other,Caucasian,Male,,,,
11/1/2019 14:16:33,I got up with them,18-20,2010,6 to 8 years,Completed High School,4 year degree,Lower Class (Bottom 20%),Enlisted,Patriotism,Caucasian,Male,,,,
11/1/2019 14:19:00,I got up with them,21-23,2010,9 to 11 years,Some College,4 year degree,Upper Middle Class,Enlisted,Prefer not to answer / Other,Caucasian,Male,,,,
11/1/2019 14:19:01,I got up with them,18-20,2010,Currently Serving,Some College,Doctorate,Upper Class (Top 20%),Enlisted,Prefer not to answer / Other,Caucasian,Male,,,,
11/1/2019 14:24:16,I got up with them,18-20,2010,9 to 11 years,Some College,Some college,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 14:43:18,I got up with them,24-26,2010,6 to 8 years,Some College,Completed High School,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 14:49:08,I got up with them,21-23,2010,Currently Serving,Some College,4 year degree,Upper Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 14:51:26,I got up with them,18-20,2010,Currently Serving,Completed High School,Some college,Lower Middle Class,Enlisted,Prefer not to answer / Other,Caucasian,Male,,,,
11/1/2019 15:01:01,I got up with them,18-20,2010,Currently Serving,Some College,4 year degree,Middle Class,Enlisted,Patriotism,Caucasian,Female,,,,
11/1/2019 15:02:53,I got up with them,18-20,2010,Currently Serving,Some College,Master's degree,Upper Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 15:16:51,I got up with them,24-26,2010,6 to 8 years,Some College,Completed High School,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 15:18:37,I got up with them,18-20,2010,6 to 8 years,Some College,4 year degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 15:20:38,I got up with them,24-26,2010,6 to 8 years,4 Year Degree,2 year degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 15:23:11,I got up with them,21-23,2010,Currently Serving,2 Year Degree,Completed High School,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 15:25:02,I got up with them,21-23,2010,Currently Serving,Some College,Completed High School,Lower Class (Bottom 20%),Enlisted,Patriotism,Caucasian,Female,,,,
11/1/2019 15:27:15,I got up with them,18-20,2010,Less than 6,Completed High School,Completed High School,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Female,,,,
11/1/2019 15:49:26,I got up with them,18-20,2010,Less than 6,Completed High School,4 year degree,Lower Middle Class,Enlisted,Family Tradition,Caucasian,Female,,,,
11/1/2019 16:07:53,I got up with them,21-23,2010,6 to 8 years,Completed High School,Completed High School,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 16:15:37,I got up with them,18-20,2010,Currently Serving,Completed High School,Master's degree,Middle Class,Enlisted,Prefer not to answer / Other,Caucasian,Male,,,,
11/1/2019 8:19:57,Someone else put us in contact,18-20,2010,6 to 8 years,Completed High School,4 year degree,Middle Class,Enlisted,Patriotism,Caucasian,Male,,,,
11/1/2019 8:23:42,Someone else put us in contact,21-23,2010,9 to 11 years,Completed High School,Completed High School,Lower Class (Bottom 20%),Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:30:55,Someone else put us in contact,18-20,2010,Currently Serving,Some College,Completed High School,Lower Class (Bottom 20%),Enlisted,Economic Opportunity,American Indian or Alaskan Native,Male,,,,
11/1/2019 8:39:22,Someone else put us in contact,21-23,2010,Less than 6,4 Year Degree,2 year degree,Lower Middle Class,Officer,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:44:49,Someone else put us in contact,27+,2010,Currently Serving,Some College,Completed High School,Middle Class,Enlisted,Patriotism,Caucasian,Male,,,,
11/1/2019 8:53:22,Someone else put us in contact,18-20,2010,Less than 6,Completed High School,Completed High School,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Female,,,,
11/1/2019 8:54:35,Someone else put us in contact,21-23,2010,6 to 8 years,Completed High School,Completed High School,Lower Class (Bottom 20%),Enlisted,Economic Opportunity,Hispanic / Latino,Male,,,,
11/1/2019 9:15:40,Someone else put us in contact,21-23,2010,6 to 8 years,Some College,Did not complete high school / GED,Lower Class (Bottom 20%),Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 9:17:32,Someone else put us in contact,21-23,2010,Currently Serving,2 Year Degree,4 year degree,Upper Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 9:27:17,Someone else put us in contact,18-20,2010,Currently Serving,Some College,Completed High School,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 9:40:47,Someone else put us in contact,24-26,2010,Currently Serving,4 Year Degree,2 year degree,Lower Class (Bottom 20%),Enlisted,Family Tradition,Caucasian,Male,,,,
11/1/2019 10:23:14,Someone else put us in contact,18-20,2010,6 to 8 years,Some College,Some college,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 10:34:18,Someone else put us in contact,18-20,2010,6 to 8 years,Completed High School,Some college,Lower Middle Class,Enlisted,Patriotism,Hispanic / Latino,Male,,,,
11/1/2019 11:34:08,Someone else put us in contact,18-20,2010,Currently Serving,Some College,Completed High School,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 11:58:38,Someone else put us in contact,21-23,2010,6 to 8 years,2 Year Degree,2 year degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 12:40:14,Someone else put us in contact,18-20,2010,9 to 11 years,Completed High School,Master's degree,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 9:02:36,They got up with me,18-20,2010,6 to 8 years,Completed High School,4 year degree,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 9:29:53,They got up with me,18-20,2010,9 to 11 years,Completed High School,4 year degree,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 11:17:02,They got up with me,18-20,2010,Less than 6,Did not graduate high school / GED,Did not complete high school / GED,Lower Class (Bottom 20%),Enlisted,Economic Opportunity,Caucasian,Other,,,,
11/1/2019 11:25:37,They got up with me,24-26,2010,Currently Serving,Some College,2 year degree,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 13:55:32,They got up with me,18-20,2010,6 to 8 years,Some College,Some college,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Female,,,,
11/1/2019 14:16:47,They got up with me,24-26,2010,Currently Serving,Some College,Some college,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 14:42:01,They got up with me,18-20,2010,6 to 8 years,Completed High School,4 year degree,Middle Class,Enlisted,Economic Opportunity,Asian,Female,,,,
11/1/2019 8:01:33,,18-20,2010,Currently Serving,Some College,Some college,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:03:33,,21-23,2010,Currently Serving,Completed High School,Some college,Lower Class (Bottom 20%),Enlisted,Patriotism,Caucasian,Male,,,,
11/1/2019 8:07:36,,21-23,2010,6 to 8 years,Some College,Master's degree,Lower Middle Class,Enlisted,Patriotism,Caucasian,Male,,,,
11/1/2019 8:08:05,,21-23,2010,6 to 8 years,2 Year Degree,Did not complete high school / GED,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:08:13,,21-23,2010,6 to 8 years,Some College,2 year degree,Lower Middle Class,Enlisted,Economic Opportunity,Hispanic / Latino,Male,,,,
11/1/2019 8:10:33,,24-26,2010,9 to 11 years,Completed High School,4 year degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:10:55,,18-20,2010,6 to 8 years,Completed High School,Some college,Lower Middle Class,Enlisted,Prefer not to answer / Other,Caucasian,Male,,,,
11/1/2019 8:15:23,,18-20,2010,6 to 8 years,Completed High School,4 year degree,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:17:08,,18-20,2010,6 to 8 years,Completed High School,Master's degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:17:43,,18-20,2010,9 to 11 years,Completed High School,4 year degree,Lower Middle Class,Enlisted,Economic Opportunity,Hispanic / Latino,Male,,,,
11/1/2019 8:19:00,,27+,2010,Greater than 20 years,Completed High School,Completed High School,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:22:01,,18-20,2010,6 to 8 years,Some College,Some college,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 9:38:36,Coincidental encounter,18-20,2011,6 to 8 years,Completed High School,Completed High School,Upper Class (Top 20%),Enlisted,Patriotism,Caucasian,Male,,,,
11/1/2019 10:16:44,Coincidental encounter,24-26,2011,9 to 11 years,Some College,Some college,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 10:23:02,Coincidental encounter,18-20,2011,Less than 6,Completed High School,Completed High School,Lower Class (Bottom 20%),Enlisted,Economic Opportunity,Caucasian,Female,,,,
11/1/2019 10:59:58,Coincidental encounter,18-20,2011,6 to 8 years,Some College,4 year degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 11:52:16,Coincidental encounter,18-20,2011,Currently Serving,Completed High School,Doctorate,Lower Middle Class,Enlisted,Family Tradition,Caucasian,Male,,,,
11/1/2019 12:02:09,Coincidental encounter,18-20,2011,Currently Serving,Some College,Completed High School,Lower Class (Bottom 20%),Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 12:26:37,Coincidental encounter,18-20,2011,Currently Serving,Some College,Doctorate,Middle Class,Enlisted,Family Tradition,Caucasian,Male,,,,
11/1/2019 12:44:02,Coincidental encounter,21-23,2011,6 to 8 years,4 Year Degree,Master's degree,Middle Class,Enlisted,Economic Opportunity,Black,Female,,,,
11/1/2019 12:44:43,Coincidental encounter,21-23,2011,Less than 6,Some College,Master's degree,Upper Middle Class,Enlisted,Prefer not to answer / Other,Caucasian,Female,,,,
11/1/2019 12:57:57,Coincidental encounter,18-20,2011,Currently Serving,Completed High School,Did not complete high school / GED,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 13:29:01,Coincidental encounter,21-23,2011,Currently Serving,4 Year Degree,2 year degree,Lower Class (Bottom 20%),Enlisted,Economic Opportunity,Caucasian,Female,,,,
11/1/2019 8:39:19,I don't remember / Prefer not to answer,21-23,2011,Less than 6,4 Year Degree,Master's degree,Middle Class,Officer,Family Tradition,Caucasian,Male,,,,
11/1/2019 8:42:16,I don't remember / Prefer not to answer,21-23,2011,Currently Serving,Some College,4 year degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 11:30:27,I don't remember / Prefer not to answer,18-20,2011,Currently Serving,Completed High School,Completed High School,Lower Middle Class,Enlisted,Prefer not to answer / Other,Caucasian,Male,,,,
11/1/2019 8:20:49,I got up with them,18-20,2011,6 to 8 years,Completed High School,Some college,Lower Middle Class,Enlisted,Prefer not to answer / Other,Caucasian,Male,,,,
11/1/2019 8:24:15,I got up with them,18-20,2011,Currently Serving,Completed High School,Completed High School,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:25:07,I got up with them,21-23,2011,Currently Serving,4 Year Degree,Master's degree,Upper Middle Class,Officer,Family Tradition,Caucasian,Female,,,,
11/1/2019 8:29:12,I got up with them,21-23,2011,Currently Serving,4 Year Degree,4 year degree,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:29:27,I got up with them,21-23,2011,Currently Serving,4 Year Degree,Master's degree,Upper Middle Class,Officer,Patriotism,Caucasian,Male,,,,
11/1/2019 8:32:24,I got up with them,21-23,2011,Currently Serving,Some College,Completed High School,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:33:48,I got up with them,18-20,2011,Currently Serving,Some College,Doctorate,Middle Class,Officer,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:34:55,I got up with them,21-23,2011,6 to 8 years,Some College,Completed High School,Lower Class (Bottom 20%),Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:35:17,I got up with them,18-20,2011,6 to 8 years,Completed High School,2 year degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:36:59,I got up with them,18-20,2011,Currently Serving,Some College,Master's degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:39:24,I got up with them,21-23,2011,6 to 8 years,Some College,4 year degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:39:35,I got up with them,21-23,2011,Currently Serving,Completed High School,Completed High School,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:44:21,I got up with them,21-23,2011,12 to 14 years,Some College,Some college,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:54:23,I got up with them,21-23,2011,6 to 8 years,Some College,Completed High School,Lower Middle Class,Enlisted,Patriotism,Caucasian,Male,,,,
11/1/2019 8:55:40,I got up with them,21-23,2011,6 to 8 years,Completed High School,Some college,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:57:04,I got up with them,21-23,2011,Currently Serving,4 Year Degree,4 year degree,Lower Middle Class,Enlisted,Prefer not to answer / Other,Caucasian,Male,,,,
11/1/2019 9:01:29,I got up with them,18-20,2011,6 to 8 years,Completed High School,2 year degree,Middle Class,Enlisted,Patriotism,Caucasian,Male,,,,
11/1/2019 9:17:40,I got up with them,18-20,2011,6 to 8 years,Some College,Some college,Lower Middle Class,Enlisted,Prefer not to answer / Other,Hispanic / Latino,Male,,,,
11/1/2019 9:18:04,I got up with them,18-20,2011,6 to 8 years,Some College,Master's degree,Lower Middle Class,Enlisted,Economic Opportunity,Hispanic / Latino,Male,,,,
11/1/2019 9:18:33,I got up with them,18-20,2011,6 to 8 years,Some College,4 year degree,Lower Middle Class,Enlisted,Prefer not to answer / Other,Caucasian,Female,,,,
